,prolificID,expName,session,t,pair,choice,outcome1,outcome2,choseLeft,op1IsLeft,moveTime,fireTime,leftCount,rightCount,ev1,ev2,p1,p2,m1,m2,name1,name2,destroyed,score,datetime,opti_ss,opti_ff,opti_ev,chosen_p,chosen_m,outcome,var1,var2,riskier,chose_safe,chose_risky,trial,s,id,agent,a,r,ff1,ff2,destroy,group,delta_ev,delta_ev_scaled,delta_m,delta_p
130016,58f4d676c8b7eb0001879416,exp1B,1,10,-1.0,0,500,500.0,0,0,267.0,0.701,0.0,1.0,190,60,0.38,0.12,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,3500,2025-09-17 16:02:43,0.0,1.0,True,0.38,500,0.5,58900.0,26400.0,1,0,1,10,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,-0.25,-1.0,1.0,perceptual,130,0.2994432367885835,0.4358974358974359,0.6710526315789473
130017,58f4d676c8b7eb0001879416,exp1B,1,11,-1.0,1,500,500.0,0,1,333.0,0.717,0.0,1.0,190,250,0.38,0.5,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,3500,2025-09-17 16:02:47,0.0,1.0,True,0.5,500,0.0,58900.0,62500.0,2,0,1,11,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.0,-0.25,0.0,0.0,perceptual,-60,-0.4889720736223129,0.4358974358974359,0.42105263157894735
130018,58f4d676c8b7eb0001879416,exp1B,1,12,-1.0,0,500,500.0,1,1,382.0,0.817,1.0,0.0,60,135,0.12,0.27,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,3500,2025-09-17 16:02:52,0.0,0.0,False,0.12,500,0.0,26400.0,49275.0,2,1,0,12,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,-1.0,-0.5,0.0,perceptual,-75,-0.5512153876021204,0.4358974358974359,0.4013157894736842
130019,58f4d676c8b7eb0001879416,exp1B,1,13,-1.0,1,500,500.0,0,1,250.0,0.934,0.0,1.0,60,365,0.12,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,4000,2025-09-17 16:02:56,0.0,1.0,True,0.73,500,0.5,26400.0,49275.0,2,0,1,13,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-1.0,0.5,1.0,perceptual,-305,-1.505612868625837,0.4358974358974359,0.0986842105263158
130020,58f4d676c8b7eb0001879416,exp1B,1,14,-1.0,1,500,500.0,0,1,233.0,0.684,0.0,1.0,190,440,0.38,0.88,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,4500,2025-09-17 16:03:00,0.0,1.0,True,0.88,500,0.5,58900.0,26400.0,1,1,0,14,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.25,1.0,1.0,perceptual,-250,-1.277387384033209,0.4358974358974359,0.17105263157894737
130021,58f4d676c8b7eb0001879416,exp1B,1,15,-1.0,1,500,500.0,0,1,249.0,0.733,0.0,1.0,250,365,0.5,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,5000,2025-09-17 16:03:04,0.0,1.0,True,0.73,500,0.5,62500.0,49275.0,1,1,0,15,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.0,0.5,1.0,perceptual,-115,-0.7171975582149407,0.4358974358974359,0.3486842105263158
130022,58f4d676c8b7eb0001879416,exp1B,1,16,-1.0,0,500,500.0,0,0,383.0,0.817,0.0,1.0,90,60,0.18,0.12,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,5000,2025-09-17 16:03:09,0.0,1.0,True,0.18,500,0.0,36900.0,26400.0,1,0,1,16,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,-0.75,-1.0,0.0,perceptual,30,-0.1155121897434672,0.4358974358974359,0.5394736842105263
130023,58f4d676c8b7eb0001879416,exp1B,1,17,-1.0,0,500,500.0,1,1,249.0,0.767,1.0,0.0,410,135,0.82,0.27,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,5500,2025-09-17 16:03:13,0.0,1.0,True,0.82,500,0.5,36900.00000000001,49275.0,2,1,0,17,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.75,-0.5,1.0,perceptual,275,0.9011286052600571,0.4358974358974359,0.861842105263158
130024,58f4d676c8b7eb0001879416,exp1B,1,18,-1.0,0,500,500.0,1,1,249.0,0.701,1.0,0.0,410,250,0.82,0.5,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,6000,2025-09-17 16:03:17,0.0,1.0,True,0.82,500,0.5,36900.00000000001,62500.0,2,1,0,18,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.75,0.0,1.0,perceptual,160,0.4239298647481987,0.4358974358974359,0.7105263157894737
130025,58f4d676c8b7eb0001879416,exp1B,1,19,-1.0,1,500,500.0,0,1,266.0,0.734,0.0,1.0,90,365,0.18,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,6500,2025-09-17 16:03:21,0.0,1.0,True,0.73,500,0.5,36900.0,49275.0,2,0,1,19,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.75,0.5,1.0,perceptual,-275,-1.381126240666222,0.4358974358974359,0.1381578947368421
130026,58f4d676c8b7eb0001879416,exp1B,1,20,-1.0,1,500,500.0,0,1,233.0,0.767,0.0,1.0,190,410,0.38,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,6500,2025-09-17 16:03:26,0.0,1.0,True,0.82,500,0.0,58900.0,36900.00000000001,1,1,0,20,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.0,-0.25,0.75,0.0,perceptual,-220,-1.152900756073594,0.4358974358974359,0.21052631578947373
130027,58f4d676c8b7eb0001879416,exp1B,1,21,-1.0,0,500,500.0,0,0,267.0,0.667,0.0,1.0,440,190,0.88,0.38,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,7000,2025-09-17 16:03:30,0.0,1.0,True,0.88,500,0.5,26400.0,58900.0,2,1,0,21,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,1.0,-0.25,1.0,perceptual,250,0.7973897486270444,0.4358974358974359,0.8289473684210527
130029,58f4d676c8b7eb0001879416,exp1B,1,22,-1.0,0,500,500.0,0,0,232.0,0.649,0.0,1.0,310,190,0.62,0.38,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,7500,2025-09-17 16:03:34,0.0,1.0,True,0.62,500,0.5,58900.0,58900.0,2,1,0,22,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.25,-0.25,1.0,perceptual,120,0.25794769413537844,0.4358974358974359,0.6578947368421053
130030,58f4d676c8b7eb0001879416,exp1B,1,23,-1.0,1,500,500.0,1,0,249.0,0.65,1.0,0.0,90,310,0.18,0.62,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,8000,2025-09-17 16:03:38,0.0,1.0,True,0.62,500,0.5,36900.0,58900.0,2,0,1,23,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.75,0.25,1.0,perceptual,-220,-1.152900756073594,0.4358974358974359,0.21052631578947367
130032,58f4d676c8b7eb0001879416,exp1B,1,24,-1.0,0,500,500.0,1,1,250.0,0.684,1.0,0.0,440,410,0.88,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,8500,2025-09-17 16:03:42,0.0,1.0,True,0.88,500,0.5,26400.0,36900.00000000001,2,1,0,24,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,1.0,0.75,1.0,perceptual,30,-0.1155121897434672,0.4358974358974359,0.5394736842105263
130034,58f4d676c8b7eb0001879416,exp1B,1,25,-1.0,1,500,500.0,0,1,333.0,0.767,0.0,1.0,250,310,0.5,0.62,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,9000,2025-09-17 16:03:46,0.0,1.0,True,0.62,500,0.5,62500.0,58900.0,1,1,0,25,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.0,0.25,1.0,perceptual,-60,-0.4889720736223129,0.4358974358974359,0.42105263157894735
130036,58f4d676c8b7eb0001879416,exp1B,1,26,-1.0,1,500,500.0,0,1,249.0,1.05,0.0,1.0,60,440,0.12,0.88,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,9500,2025-09-17 16:03:51,0.0,1.0,True,0.88,500,0.5,26400.0,26400.0,2,0,1,26,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-1.0,1.0,1.0,perceptual,-380,-1.816829438524875,0.4358974358974359,0.0
130037,58f4d676c8b7eb0001879416,exp1B,1,27,-1.0,0,500,500.0,1,1,233.0,0.634,1.0,0.0,410,310,0.82,0.62,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,10000,2025-09-17 16:03:55,0.0,1.0,True,0.82,500,0.5,36900.00000000001,58900.0,2,1,0,27,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.75,0.25,1.0,perceptual,100,0.1749566088289683,0.4358974358974359,0.631578947368421
130039,58f4d676c8b7eb0001879416,exp1B,1,28,-1.0,1,500,500.0,0,1,250.0,0.65,0.0,1.0,60,410,0.12,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,10500,2025-09-17 16:03:59,0.0,1.0,True,0.82,500,0.5,26400.0,36900.00000000001,2,0,1,28,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-1.0,0.75,1.0,perceptual,-350,-1.6923428105652598,0.4358974358974359,0.03947368421052635
130041,58f4d676c8b7eb0001879416,exp1B,1,29,-1.0,1,500,500.0,1,0,250.0,0.6,1.0,0.0,410,365,0.82,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,11000,2025-09-17 16:04:03,0.0,0.0,False,0.73,500,0.5,36900.00000000001,49275.0,2,0,1,29,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.75,0.5,1.0,perceptual,45,-0.0532688757636596,0.4358974358974359,0.5592105263157895
130043,58f4d676c8b7eb0001879416,exp1B,1,30,-1.0,1,500,500.0,0,1,232.0,0.7,0.0,1.0,135,190,0.27,0.38,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,11000,2025-09-17 16:04:07,0.0,1.0,True,0.38,500,0.0,49275.0,58900.0,2,0,1,30,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.0,-0.5,-0.25,0.0,perceptual,-55,-0.4682243022957103,0.4358974358974359,0.4276315789473684
130044,58f4d676c8b7eb0001879416,exp1B,1,31,-1.0,1,500,500.0,0,1,249.0,0.533,0.0,1.0,190,310,0.38,0.62,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,11500,2025-09-17 16:04:11,0.0,1.0,True,0.62,500,0.5,58900.0,58900.0,2,0,1,31,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.25,0.25,1.0,perceptual,-120,-0.7379453295415432,0.4358974358974359,0.34210526315789475
130046,58f4d676c8b7eb0001879416,exp1B,1,32,-1.0,1,500,500.0,0,1,250.0,0.617,0.0,1.0,310,365,0.62,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,12000,2025-09-17 16:04:15,0.0,1.0,True,0.73,500,0.5,58900.0,49275.0,1,1,0,32,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.25,0.5,1.0,perceptual,-55,-0.4682243022957103,0.4358974358974359,0.4276315789473684
130048,58f4d676c8b7eb0001879416,exp1B,1,33,-1.0,0,500,500.0,0,0,266.0,0.667,0.0,1.0,250,190,0.5,0.38,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,12500,2025-09-17 16:04:19,0.0,1.0,True,0.5,500,0.5,62500.0,58900.0,1,0,1,33,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.0,-0.25,1.0,perceptual,60,0.008974438216148005,0.4358974358974359,0.5789473684210527
130050,58f4d676c8b7eb0001879416,exp1B,1,34,-1.0,1,500,500.0,0,1,250.0,0.7,0.0,1.0,250,410,0.5,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,13000,2025-09-17 16:04:23,0.0,1.0,True,0.82,500,0.5,62500.0,36900.00000000001,1,1,0,34,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.0,0.75,1.0,perceptual,-160,-0.9039275001543635,0.4358974358974359,0.2894736842105263
130051,58f4d676c8b7eb0001879416,exp1B,1,35,-1.0,1,500,500.0,1,0,232.0,0.583,1.0,0.0,250,440,0.5,0.88,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,13500,2025-09-17 16:04:27,0.0,1.0,True,0.88,500,0.5,62500.0,26400.0,1,1,0,35,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,0.0,1.0,1.0,perceptual,-190,-1.0284141281139787,0.4358974358974359,0.25
130053,58f4d676c8b7eb0001879416,exp1B,1,36,-1.0,1,500,500.0,1,0,251.0,0.667,1.0,0.0,90,410,0.18,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,14000,2025-09-17 16:04:31,0.0,1.0,True,0.82,500,0.5,36900.0,36900.00000000001,2,0,1,36,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.75,0.75,1.0,perceptual,-320,-1.5678561826056447,0.4358974358974359,0.0789473684210527
130055,58f4d676c8b7eb0001879416,exp1B,1,37,-1.0,0,500,500.0,1,1,233.0,0.684,1.0,0.0,190,135,0.38,0.27,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,14000,2025-09-17 16:04:35,0.0,1.0,True,0.38,500,0.0,58900.0,49275.0,1,0,1,37,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,-0.25,-0.5,0.0,perceptual,55,-0.011773333110454531,0.4358974358974359,0.5723684210526315
130057,58f4d676c8b7eb0001879416,exp1B,1,38,-1.0,1,500,500.0,0,1,234.0,0.65,0.0,1.0,60,310,0.12,0.62,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,14500,2025-09-17 16:04:40,0.0,1.0,True,0.62,500,0.5,26400.0,58900.0,2,0,1,38,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-1.0,0.25,1.0,perceptual,-250,-1.277387384033209,0.4358974358974359,0.17105263157894737
130059,58f4d676c8b7eb0001879416,exp1B,1,39,-1.0,0,500,500.0,1,1,232.0,0.616,1.0,0.0,440,90,0.88,0.18,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,15000,2025-09-17 16:04:44,0.0,1.0,True,0.88,500,0.5,26400.0,36900.0,2,1,0,39,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,1.0,-0.75,1.0,perceptual,350,1.2123451751590952,0.4358974358974359,0.9605263157894737
130060,58f4d676c8b7eb0001879416,exp1B,1,40,-1.0,0,500,500.0,1,1,233.0,0.7,1.0,0.0,90,135,0.18,0.27,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,15000,2025-09-17 16:04:48,0.0,0.0,False,0.18,500,0.0,36900.0,49275.0,2,1,0,40,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,-0.75,-0.5,0.0,perceptual,-45,-0.42672875964250523,0.4358974358974359,0.44078947368421045
130062,58f4d676c8b7eb0001879416,exp1B,1,41,-1.0,0,500,500.0,1,1,267.0,0.65,1.0,0.0,440,365,0.88,0.73,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,15500,2025-09-17 16:04:52,0.0,1.0,True,0.88,500,0.5,26400.0,49275.0,2,1,0,41,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,1.0,0.5,1.0,perceptual,75,0.07121775219595561,0.4358974358974359,0.5986842105263158
130064,58f4d676c8b7eb0001879416,exp1B,1,42,-1.0,0,500,500.0,0,0,266.0,0.634,0.0,1.0,410,90,0.82,0.18,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,16000,2025-09-17 16:04:56,0.0,1.0,True,0.82,500,0.5,36900.00000000001,36900.0,1,0,1,42,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.5,0.75,-0.75,1.0,perceptual,320,1.08785854719948,0.4358974358974359,0.9210526315789473
130066,58f4d676c8b7eb0001879416,exp1B,1,43,-1.0,0,500,500.0,1,1,250.0,0.7,1.0,0.0,310,60,0.62,0.12,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,16000,2025-09-17 16:05:01,0.0,1.0,True,0.62,500,0.0,58900.0,26400.0,1,0,1,43,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,0.25,-1.0,0.0,perceptual,250,0.7973897486270444,0.4358974358974359,0.8289473684210527
130068,58f4d676c8b7eb0001879416,exp1B,1,44,-1.0,1,500,500.0,1,0,299.0,0.766,1.0,0.0,365,410,0.73,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,16000,2025-09-17 16:05:06,0.0,1.0,True,0.82,500,0.0,49275.0,36900.00000000001,1,1,0,44,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.0,0.5,0.75,0.0,perceptual,-45,-0.42672875964250523,0.4358974358974359,0.44078947368421056
130069,58f4d676c8b7eb0001879416,exp1B,1,45,-1.0,1,500,500.0,0,1,250.0,0.667,0.0,1.0,135,440,0.27,0.88,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,16500,2025-09-17 16:05:10,0.0,1.0,True,0.88,500,0.5,49275.0,26400.0,1,1,0,45,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.5,1.0,1.0,perceptual,-305,-1.505612868625837,0.4358974358974359,0.0986842105263158
130071,58f4d676c8b7eb0001879416,exp1B,1,46,-1.0,0,500,500.0,0,0,250.0,0.634,0.0,1.0,365,190,0.73,0.38,500,500,FFEnemyNeutral,FFEnemyNeutral,0.0,16500,2025-09-17 16:05:14,0.0,1.0,True,0.73,500,0.0,49275.0,58900.0,2,1,0,46,"(500, 500)",65,58f4d676c8b7eb0001879416,0,0.0,0.5,-0.25,0.0,perceptual,175,0.4861731787280063,0.4358974358974359,0.7302631578947367
130073,58f4d676c8b7eb0001879416,exp1B,1,47,-1.0,1,500,500.0,0,1,250.0,0.634,0.0,1.0,135,410,0.27,0.82,500,500,FFEnemyNeutral,FFEnemyNeutral,1.0,17000,2025-09-17 16:05:18,0.0,1.0,True,0.82,500,0.5,49275.0,36900.00000000001,1,1,0,47,"(500, 500)",65,58f4d676c8b7eb0001879416,1,0.5,-0.5,0.75,1.0,perceptual,-275,-1.381126240666222,0.4358974358974359,0.13815789473684215
130081,58f4d676c8b7eb0001879416,exp1B,2,0,1.0,0,614,709.0,1,1,583.0,1.117,1.0,0.0,620,720,1.0,1.0,620,720,FFEnemyShipNocolors1,FFEnemyShipNocolors3,1.0,614,2025-09-17 16:05:52,0.0,0.0,False,1.0,620,0.614,0.0,0.0,2,1,0,0,"(620, 720)",65,58f4d676c8b7eb0001879416,0,0.614,1.0,1.0,1.0,perceptual,-100,-0.654954244235133,0.3076923076923077,0.5
130082,58f4d676c8b7eb0001879416,exp1B,2,1,4.0,0,352,312.0,1,1,583.0,0.984,1.0,0.0,380,280,1.0,1.0,380,280,FFEnemyShipNoColors12,FFEnemyShipNocolors8,1.0,966,2025-09-17 16:05:57,1.0,0.0,True,1.0,380,0.352,0.0,0.0,2,1,0,1,"(380, 280)",65,58f4d676c8b7eb0001879416,0,0.352,1.0,1.0,1.0,perceptual,100,0.1749566088289683,0.5641025641025641,0.5
130084,58f4d676c8b7eb0001879416,exp1B,2,2,2.0,0,599,293.0,0,0,434.0,0.817,0.0,1.0,620,280,1.0,1.0,620,280,FFEnemyShipNocolors1,FFEnemyShipNocolors8,1.0,1565,2025-09-17 16:06:01,1.0,0.0,True,1.0,620,0.599,0.0,0.0,2,1,0,2,"(620, 280)",65,58f4d676c8b7eb0001879416,0,0.599,1.0,1.0,1.0,perceptual,340,1.1708496325058901,0.8717948717948718,0.5
130086,58f4d676c8b7eb0001879416,exp1B,2,3,0.0,1,610,358.0,0,1,934.0,1.334,0.0,1.0,620,380,1.0,1.0,620,380,FFEnemyShipNocolors1,FFEnemyShipNoColors12,1.0,1923,2025-09-17 16:06:06,0.0,0.0,False,1.0,380,0.358,0.0,0.0,2,0,1,3,"(620, 380)",65,58f4d676c8b7eb0001879416,1,0.358,1.0,1.0,1.0,perceptual,240,0.7558942059738394,0.7435897435897436,0.5
130088,58f4d676c8b7eb0001879416,exp1B,2,4,3.0,0,384,741.0,1,1,333.0,0.734,1.0,0.0,380,720,1.0,1.0,380,720,FFEnemyShipNoColors12,FFEnemyShipNocolors3,1.0,2307,2025-09-17 16:06:10,0.0,0.0,False,1.0,380,0.384,0.0,0.0,2,1,0,4,"(380, 720)",65,58f4d676c8b7eb0001879416,0,0.384,1.0,1.0,1.0,perceptual,-340,-1.6508472679120547,0.0,0.5
130090,58f4d676c8b7eb0001879416,exp1B,2,5,3.0,1,355,695.0,1,0,516.0,0.934,1.0,0.0,380,720,1.0,1.0,380,720,FFEnemyShipNoColors12,FFEnemyShipNocolors3,1.0,3002,2025-09-17 16:06:14,1.0,0.0,True,1.0,720,0.695,0.0,0.0,2,0,1,5,"(380, 720)",65,58f4d676c8b7eb0001879416,1,0.695,1.0,1.0,1.0,perceptual,-340,-1.6508472679120547,0.0,0.5
130092,58f4d676c8b7eb0001879416,exp1B,2,6,4.0,1,383,260.0,1,0,433.0,0.867,1.0,0.0,380,280,1.0,1.0,380,280,FFEnemyShipNoColors12,FFEnemyShipNocolors8,1.0,3262,2025-09-17 16:06:18,0.0,0.0,False,1.0,280,0.26,0.0,0.0,2,0,1,6,"(380, 280)",65,58f4d676c8b7eb0001879416,1,0.26,1.0,1.0,1.0,perceptual,100,0.1749566088289683,0.5641025641025641,0.5
130093,58f4d676c8b7eb0001879416,exp1B,2,7,0.0,1,597,384.0,0,1,233.0,0.7,0.0,1.0,620,380,1.0,1.0,620,380,FFEnemyShipNocolors1,FFEnemyShipNoColors12,1.0,3646,2025-09-17 16:06:22,0.0,0.0,False,1.0,380,0.384,0.0,0.0,2,0,1,7,"(620, 380)",65,58f4d676c8b7eb0001879416,1,0.384,1.0,1.0,1.0,perceptual,240,0.7558942059738394,0.7435897435897436,0.5
130095,58f4d676c8b7eb0001879416,exp1B,2,8,5.0,0,724,273.0,1,1,467.0,0.884,1.0,0.0,720,280,1.0,1.0,720,280,FFEnemyShipNocolors3,FFEnemyShipNocolors8,1.0,4370,2025-09-17 16:06:26,1.0,0.0,True,1.0,720,0.724,0.0,0.0,2,1,0,8,"(720, 280)",65,58f4d676c8b7eb0001879416,0,0.724,1.0,1.0,1.0,perceptual,440,1.5858050590379407,1.0,0.5
